0.000000000000000000e+00, 0.000000000000000000e+00
1.000000000000000021e-02, 5.044930869777804194e-02
2.000000000000000042e-02, 1.013478953805999894e-01
2.999999999999999889e-02, 1.526957290633047526e-01
4.000000000000000083e-02, 2.044927784883796285e-01
5.000000000000000278e-02, 2.567390121260362257e-01
5.999999999999999778e-02, 3.094343981742872507e-01
7.000000000000000666e-02, 3.625737525643988324e-01
8.000000000000000167e-02, 4.161484990500095016e-01
8.999999999999999667e-02, 4.701503616108265171e-01
1.000000000000000056e-01, 5.245713478786047101e-01
1.100000000000000006e-01, 5.794037338189563791e-01
1.199999999999999956e-01, 6.346400495491477667e-01
1.300000000000000044e-01, 6.902730661857371386e-01
1.400000000000000133e-01, 7.462957836277909207e-01
1.499999999999999944e-01, 8.027014191917587471e-01
1.600000000000000033e-01, 8.594833970231132714e-01
1.700000000000000122e-01, 9.166353382177612197e-01
1.799999999999999933e-01, 9.741510515931652847e-01
1.900000000000000022e-01, 1.032024525055217801e+00
2.000000000000000111e-01, 1.090249917512286615e+00
2.099999999999999922e-01, 1.148821551292613652e+00
2.200000000000000011e-01, 1.207733905025460519e+00
2.300000000000000100e-01, 1.266981606950143169e+00
2.399999999999999911e-01, 1.326559428620428527e+00
2.500000000000000000e-01, 1.386462278974740725e+00
2.600000000000000089e-01, 1.446685198745281342e+00
2.700000000000000178e-01, 1.507223355181546376e+00
2.800000000000000266e-01, 1.568072037065856739e+00
2.899999999999999800e-01, 1.629226650000439758e+00
2.999999999999999889e-01, 1.690682711947320671e+00
3.099999999999999978e-01, 1.752435849003845858e+00
3.200000000000000067e-01, 1.814481791398061983e+00
3.300000000000000155e-01, 1.876816369689447983e+00
3.400000000000000244e-01, 1.939435511161651027e+00
3.500000000000000333e-01, 2.002335236394923168e+00
3.599999999999999867e-01, 2.065511656006902896e+00
3.699999999999999956e-01, 2.128960967551255745e+00
3.800000000000000044e-01, 2.192679452564470832e+00
3.900000000000000133e-01, 2.256663473751832960e+00
4.000000000000000222e-01, 2.320909472304244936e+00
4.100000000000000311e-01, 2.385413965338175846e+00
4.199999999999999845e-01, 2.450173543451561908e+00
4.299999999999999933e-01, 2.515184868388987915e+00
4.400000000000000022e-01, 2.580444670809946661e+00
4.500000000000000111e-01, 2.645949748154391656e+00
4.600000000000000200e-01, 2.711696962600195882e+00
4.700000000000000289e-01, 2.777683239107485491e+00
4.799999999999999822e-01, 2.843905563545154003e+00
4.899999999999999911e-01, 2.910360980895164928e+00
5.000000000000000000e-01, 2.977046593530537244e+00
5.100000000000000089e-01, 3.043959559563167439e+00
5.200000000000000178e-01, 3.111097091257888803e+00
5.300000000000000266e-01, 3.178456453509385327e+00
5.400000000000000355e-01, 3.246034962378795186e+00
5.500000000000000444e-01, 3.313829983687023972e+00
5.600000000000000533e-01, 3.381838931661972580e+00
